"Sample","Population","Country","Region"
"ERR226431","EAF","Malawi","Africa"
"ERR234508","ESEA","Cambodia","Asia"
"ERR234509","ESEA","Cambodia","Asia"
"ERR234510","ESEA","Cambodia","Asia"
"ERR234512","ESEA","Cambodia","Asia"
"ERR234513","ESEA","Cambodia","Asia"
"ERR234515","ESEA","Cambodia","Asia"
"ERR234520","EAF","Malawi","Africa"
"ERR234524","EAF","Malawi","Africa"
"ERR234526","EAF","Malawi","Africa"
"ERR234527","EAF","Malawi","Africa"
"ERR234529","EAF","Malawi","Africa"
"ERR234530","EAF","Malawi","Africa"
"ERR234539","EAF","Malawi","Africa"
"ERR234541","EAF","Malawi","Africa"
"ERR234548","WAF","Ghana","Africa"
"ERR234550","WAF","Ghana","Africa"
"ERR234551","WAF","Ghana","Africa"
"ERR234553","WAF","Ghana","Africa"
"ERR234555","WAF","Ghana","Africa"
"ERR235928","ESEA","Cambodia","Asia"
"ERR235929","ESEA","Cambodia","Asia"
"ERR235930","ESEA","Cambodia","Asia"
"ERR235931","ESEA","Cambodia","Asia"
"ERR235932","ESEA","Cambodia","Asia"
"ERR235933","ESEA","Cambodia","Asia"
"ERR235934","ESEA","Cambodia","Asia"
"ERR237391","EAF","Malawi","Africa"
"ERR237394","EAF","Malawi","Africa"
"ERR237399","EAF","Malawi","Africa"
"ERR237402","EAF","Malawi","Africa"
"ERR237407","EAF","Malawi","Africa"
"ERR237408","EAF","Malawi","Africa"
"ERR237409","EAF","Malawi","Africa"
"ERR237410","EAF","Malawi","Africa"
"ERR237414","EAF","Malawi","Africa"
"ERR237416","EAF","Malawi","Africa"
"ERR237423","EAF","Malawi","Africa"
"ERR237424","EAF","Malawi","Africa"
"ERR237425","EAF","Malawi","Africa"
"ERR237427","EAF","Malawi","Africa"
"ERR237428","EAF","Malawi","Africa"
"ERR237429","EAF","Malawi","Africa"
"ERR237430","EAF","Malawi","Africa"
"ERR237432","EAF","Malawi","Africa"
"ERR237434","EAF","Malawi","Africa"
"ERR237435","EAF","Malawi","Africa"
"ERR246537","WSEA","Myanmar","Asia"
"ERR246538","WSEA","Myanmar","Asia"
"ERR246539","WSEA","Myanmar","Asia"
"ERR246540","WSEA","Myanmar","Asia"
"ERR246542","WSEA","Myanmar","Asia"
"ERR246544","WSEA","Myanmar","Asia"
"ERR246545","WSEA","Myanmar","Asia"
"ERR246546","WSEA","Myanmar","Asia"
"ERR246547","WSEA","Myanmar","Asia"
"ERR246549","WSEA","Myanmar","Asia"
"ERR246550","WSEA","Myanmar","Asia"
"ERR246551","WSEA","Myanmar","Asia"
"ERR246552","WSEA","Myanmar","Asia"
"ERR246554","WSEA","Myanmar","Asia"
"ERR246555","WSEA","Myanmar","Asia"
"ERR246556","WSEA","Myanmar","Asia"
"ERR246559","WSEA","Myanmar","Asia"
"ERR246560","WSEA","Myanmar","Asia"
"ERR246561","ESEA","Cambodia","Asia"
"ERR246562","ESEA","Cambodia","Asia"
"ERR246563","WSEA","Myanmar","Asia"
"ERR246564","WSEA","Myanmar","Asia"
"ERR246565","ESEA","Cambodia","Asia"
"ERR246568","ESEA","Cambodia","Asia"
"ERR246569","ESEA","Cambodia","Asia"
"ERR246570","ESEA","Cambodia","Asia"
"ERR246571","ESEA","Cambodia","Asia"
"ERR246572","ESEA","Cambodia","Asia"
"ERR246574","WAF","Nigeria","Africa"
"ERR246576","WAF","Nigeria","Africa"
"ERR246577","WSEA","Myanmar","Asia"
"ERR246579","WSEA","Myanmar","Asia"
"ERR246580","WSEA","Myanmar","Asia"
"ERR246581","WSEA","Myanmar","Asia"
"ERR246582","WSEA","Myanmar","Asia"
"ERR246583","WSEA","Myanmar","Asia"
"ERR246584","WSEA","Myanmar","Asia"
"ERR248938","ESEA","Thailand","Asia"
"ERR248939","WSEA","Thailand","Asia"
"ERR248941","WSEA","Thailand","Asia"
"ERR248942","ESEA","Thailand","Asia"
"ERR248944","ESEA","Thailand","Asia"
"ERR248945","ESEA","Thailand","Asia"
"ERR248946","ESEA","Thailand","Asia"
"ERR248947","WSEA","Thailand","Asia"
"ERR248948","WSEA","Thailand","Asia"
"ERR248949","WSEA","Thailand","Asia"
"ERR248951","EAF","Malawi","Africa"
"ERR248956","EAF","Malawi","Africa"
"ERR248957","EAF","Malawi","Africa"
"ERR248959","EAF","Malawi","Africa"
"ERR248960","EAF","Malawi","Africa"
"ERR248961","EAF","Malawi","Africa"
"ERR248965","EAF","Malawi","Africa"
"ERR248966","EAF","Malawi","Africa"
"ERR248967","WAF","Ghana","Africa"
"ERR248972","EAF","Malawi","Africa"
"ERR263668","EAF","Malawi","Africa"
"ERR263672","EAF","Malawi","Africa"
"ERR263675","EAF","Malawi","Africa"
"ERR263676","EAF","Malawi","Africa"
"ERR263680","WAF","Ghana","Africa"
"ERR263683","WAF","Ghana","Africa"
"ERR263684","WAF","Ghana","Africa"
"ERR263686","WAF","Ghana","Africa"
"ERR263689","WAF","Ghana","Africa"
"ERR337537","ESEA","Cambodia","Asia"
"ERR337539","ESEA","Cambodia","Asia"
"ERR337541","ESEA","Cambodia","Asia"
"ERR337543","ESEA","Cambodia","Asia"
"ERR337545","ESEA","Cambodia","Asia"
"ERR337547","ESEA","Cambodia","Asia"
"ERR337548","ESEA","Cambodia","Asia"
"ERR337549","ESEA","Cambodia","Asia"
"ERR337550","ESEA","Cambodia","Asia"
"ERR337551","ESEA","Cambodia","Asia"
"ERR337552","ESEA","Cambodia","Asia"
"ERR337555","WSEA","Thailand","Asia"
"ERR337557","WSEA","Thailand","Asia"
"ERR337559","ESEA","Cambodia","Asia"
"ERR337561","ESEA","Cambodia","Asia"
"ERR337562","WSEA","Myanmar","Asia"
"ERR337563","ESEA","Cambodia","Asia"
"ERR337565","ESEA","Cambodia","Asia"
"ERR337566","ESEA","Cambodia","Asia"
"ERR337568","ESEA","Cambodia","Asia"
"ERR337571","WSEA","Thailand","Asia"
"ERR337572","ESEA","Cambodia","Asia"
"ERR337577","ESEA","Cambodia","Asia"
"ERR337579","ESEA","Cambodia","Asia"
"ERR337581","ESEA","Cambodia","Asia"
"ERR337583","ESEA","Cambodia","Asia"
"ERR337586","ESEA","Cambodia","Asia"
"ERR337587","ESEA","Cambodia","Asia"
"ERR337589","ESEA","Cambodia","Asia"
"ERR337591","ESEA","Cambodia","Asia"
"ERR337593","ESEA","Cambodia","Asia"
"ERR337594","ESEA","Cambodia","Asia"
"ERR340457","WAF","Ghana","Africa"
"ERR340465","WAF","Ghana","Africa"
"ERR343093","WAF","Ghana","Africa"
"ERR343096","WAF","Ghana","Africa"
"ERR343097","WAF","Ghana","Africa"
"ERR343098","WAF","Ghana","Africa"
"ERR343100","WAF","Ghana","Africa"
"ERR343103","WAF","Ghana","Africa"
"ERR343105","WAF","Ghana","Africa"
"ERR343109","WAF","Ghana","Africa"
"ERR343110","WAF","Ghana","Africa"
"ERR343111","WAF","Ghana","Africa"
"ERR343115","WAF","Ghana","Africa"
"ERR343116","WAF","Ghana","Africa"
"ERR343117","WAF","Ghana","Africa"
"ERR376117","OCE","PapuaNewGuinea","OCE"
"ERR376118","OCE","PapuaNewGuinea","OCE"
"ERR376119","OCE","PapuaNewGuinea","OCE"
"ERR376120","OCE","PapuaNewGuinea","OCE"
"ERR376121","OCE","PapuaNewGuinea","OCE"
"ERR376122","OCE","PapuaNewGuinea","OCE"
"ERR376123","OCE","PapuaNewGuinea","OCE"
"ERR376124","OCE","PapuaNewGuinea","OCE"
"ERR376127","OCE","PapuaNewGuinea","OCE"
"ERR376128","OCE","PapuaNewGuinea","OCE"
"ERR376129","OCE","PapuaNewGuinea","OCE"
"ERR376130","OCE","PapuaNewGuinea","OCE"
"ERR376132","OCE","PapuaNewGuinea","OCE"
"ERR376133","OCE","PapuaNewGuinea","OCE"
"ERR376134","OCE","PapuaNewGuinea","OCE"
"ERR376135","OCE","PapuaNewGuinea","OCE"
"ERR376136","OCE","PapuaNewGuinea","OCE"
"ERR376137","OCE","PapuaNewGuinea","OCE"
"ERR376140","OCE","PapuaNewGuinea","OCE"
"ERR376141","OCE","PapuaNewGuinea","OCE"
"ERR376142","OCE","PapuaNewGuinea","OCE"
"ERR376143","OCE","PapuaNewGuinea","OCE"
"ERR376144","OCE","PapuaNewGuinea","OCE"
"ERR376145","OCE","PapuaNewGuinea","OCE"
"ERR376146","OCE","PapuaNewGuinea","OCE"
"ERR376148","OCE","PapuaNewGuinea","OCE"
"ERR376149","OCE","PapuaNewGuinea","OCE"
"ERR376150","OCE","PapuaNewGuinea","OCE"
"ERR376152","OCE","PapuaNewGuinea","OCE"
"ERR376153","OCE","PapuaNewGuinea","OCE"
"ERR376154","OCE","PapuaNewGuinea","OCE"
"ERR376155","OCE","PapuaNewGuinea","OCE"
"ERR376157","OCE","PapuaNewGuinea","OCE"
"ERR376158","OCE","PapuaNewGuinea","OCE"
"ERR376159","OCE","PapuaNewGuinea","OCE"
"ERR376161","OCE","PapuaNewGuinea","OCE"
"ERR376189","WAF","Ghana","Africa"
"ERR377523","CAF","CongoDR","Africa"
"ERR377530","CAF","CongoDR","Africa"
"ERR377538","CAF","CongoDR","Africa"
"ERR377539","CAF","CongoDR","Africa"
"ERR377540","CAF","CongoDR","Africa"
"ERR377541","CAF","CongoDR","Africa"
"ERR377546","CAF","CongoDR","Africa"
"ERR377548","CAF","CongoDR","Africa"
"ERR377550","CAF","CongoDR","Africa"
"ERR377551","CAF","CongoDR","Africa"
"ERR377554","CAF","CongoDR","Africa"
"ERR377555","CAF","CongoDR","Africa"
"ERR377556","CAF","CongoDR","Africa"
"ERR377558","CAF","CongoDR","Africa"
"ERR377560","CAF","CongoDR","Africa"
"ERR377561","CAF","CongoDR","Africa"
"ERR377562","CAF","CongoDR","Africa"
"ERR377564","CAF","CongoDR","Africa"
"ERR377565","CAF","CongoDR","Africa"
"ERR377569","CAF","CongoDR","Africa"
"ERR377571","CAF","CongoDR","Africa"
"ERR377573","CAF","CongoDR","Africa"
"ERR377574","CAF","CongoDR","Africa"
"ERR377581","CAF","CongoDR","Africa"
"ERR377587","CAF","CongoDR","Africa"
"ERR377588","CAF","CongoDR","Africa"
"ERR377593","CAF","CongoDR","Africa"
"ERR377596","CAF","CongoDR","Africa"
"ERR377599","CAF","CongoDR","Africa"
"ERR377600","CAF","CongoDR","Africa"
"ERR377603","CAF","CongoDR","Africa"
"ERR377610","CAF","CongoDR","Africa"
"ERR377613","CAF","CongoDR","Africa"
"ERR377614","CAF","CongoDR","Africa"
"ERR377615","CAF","CongoDR","Africa"
"ERR377620","CAF","CongoDR","Africa"
"ERR377621","CAF","CongoDR","Africa"
"ERR377622","CAF","CongoDR","Africa"
"ERR377623","CAF","CongoDR","Africa"
"ERR377624","CAF","CongoDR","Africa"
"ERR377626","CAF","CongoDR","Africa"
"ERR377627","CAF","CongoDR","Africa"
"ERR377629","CAF","CongoDR","Africa"
"ERR377633","CAF","CongoDR","Africa"
"ERR377640","CAF","CongoDR","Africa"
"ERR377642","CAF","CongoDR","Africa"
"ERR386524","ESEA","Cambodia","Asia"
"ERR386525","ESEA","Cambodia","Asia"
"ERR386530","ESEA","Cambodia","Asia"
"ERR388728","CAF","CongoDR","Africa"
"ERR388731","CAF","CongoDR","Africa"
"ERR388732","CAF","CongoDR","Africa"
"ERR388734","CAF","CongoDR","Africa"
"ERR388735","CAF","CongoDR","Africa"
"ERR388737","CAF","CongoDR","Africa"
"ERR388738","WSEA","Thailand","Asia"
"ERR388741","ESEA","Cambodia","Asia"
"ERR388746","ESEA","Cambodia","Asia"
"ERR388751","ESEA","Cambodia","Asia"
"ERR388758","ESEA","Cambodia","Asia"
"ERR388772","ESEA","Cambodia","Asia"
"ERR388775","ESEA","Cambodia","Asia"
"ERR388776","ESEA","Cambodia","Asia"
"ERR388779","ESEA","Cambodia","Asia"
"ERR388787","ESEA","Laos","Asia"
"ERR388789","WSEA","Thailand","Asia"
"ERR388792","ESEA","VietNam","Asia"
"ERR388794","ESEA","VietNam","Asia"
"ERR388795","ESEA","VietNam","Asia"
"ERR388796","ESEA","VietNam","Asia"
"ERR388797","ESEA","Cambodia","Asia"
"ERR403192","WAF","Ghana","Africa"
"ERR403199","WAF","Ghana","Africa"
"ERR403200","WAF","Ghana","Africa"
"ERR403208","WAF","Guinea","Africa"
"ERR403211","WAF","Guinea","Africa"
"ERR403213","WAF","Guinea","Africa"
"ERR404149","CAF","CongoDR","Africa"
"ERR404152","CAF","CongoDR","Africa"
"ERR404153","CAF","CongoDR","Africa"
"ERR404156","CAF","CongoDR","Africa"
"ERR404161","CAF","CongoDR","Africa"
"ERR404163","CAF","CongoDR","Africa"
"ERR404164","CAF","CongoDR","Africa"
"ERR404165","CAF","CongoDR","Africa"
"ERR404166","CAF","CongoDR","Africa"
"ERR404168","CAF","CongoDR","Africa"
"ERR404169","CAF","CongoDR","Africa"
"ERR404175","ESEA","Laos","Asia"
"ERR404176","ESEA","Laos","Asia"
"ERR404179","ESEA","VietNam","Asia"
"ERR404180","ESEA","VietNam","Asia"
"ERR404181","ESEA","VietNam","Asia"
"ERR404183","ESEA","Cambodia","Asia"
"ERR404187","CAF","CongoDR","Africa"
"ERR404189","CAF","CongoDR","Africa"
"ERR404190","SAS","Bangladesh","Asia"
"ERR404202","CAF","CongoDR","Africa"
"ERR404203","SAS","Bangladesh","Asia"
"ERR404206","CAF","CongoDR","Africa"
"ERR404208","WSEA","Myanmar","Asia"
"ERR404210","SAS","Bangladesh","Asia"
"ERR404211","SAS","Bangladesh","Asia"
"ERR404217","CAF","CongoDR","Africa"
"ERR404221","ESEA","Thailand","Asia"
"ERR404224","ESEA","VietNam","Asia"
"ERR404229","SAS","Bangladesh","Asia"
"ERR404230","SAS","Bangladesh","Asia"
"ERR404232","CAF","CongoDR","Africa"
"ERR404233","CAF","CongoDR","Africa"
"ERR404237","SAS","Bangladesh","Asia"
"ERR404240","CAF","CongoDR","Africa"
"ERR404241","SAS","Bangladesh","Asia"
"ERR404244","CAF","CongoDR","Africa"
"ERR404248","ESEA","Thailand","Asia"
"ERR404249","WSEA","Thailand","Asia"
"ERR404251","SAS","Bangladesh","Asia"
"ERR404253","ESEA","Cambodia","Asia"
"ERR404256","WSEA","Thailand","Asia"
"ERR404259","ESEA","VietNam","Asia"
"ERR405236","EAF","Tanzania","Africa"
"ERR405237","EAF","Tanzania","Africa"
"ERR405239","EAF","Tanzania","Africa"
"ERR405240","EAF","Tanzania","Africa"
"ERR405243","EAF","Tanzania","Africa"
"ERR405244","EAF","Tanzania","Africa"
"ERR405245","EAF","Tanzania","Africa"
"ERR405250","EAF","Tanzania","Africa"
"ERR405252","EAF","Tanzania","Africa"
"ERR417621","CAF","CongoDR","Africa"
"ERR417625","CAF","CongoDR","Africa"
"ERR417628","CAF","CongoDR","Africa"
"ERR425999","WSEA","Thailand","Asia"
"ERR426001","CAF","CongoDR","Africa"
"ERR426003","SAS","Bangladesh","Asia"
"ERR426004","CAF","CongoDR","Africa"
"ERR426005","CAF","CongoDR","Africa"
"ERR426011","ESEA","VietNam","Asia"
"ERR426012","ESEA","VietNam","Asia"
"ERR426013","ESEA","VietNam","Asia"
"ERR426014","WSEA","Myanmar","Asia"
"ERR426016","WSEA","Thailand","Asia"
"ERR426018","CAF","CongoDR","Africa"
"ERR426020","CAF","CongoDR","Africa"
"ERR426021","CAF","CongoDR","Africa"
"ERR426022","ESEA","Thailand","Asia"
"ERR426023","ESEA","Thailand","Asia"
"ERR426024","ESEA","Laos","Asia"
"ERR426026","ESEA","Cambodia","Asia"
"ERR426028","WSEA","Thailand","Asia"
"ERR426029","ESEA","VietNam","Asia"
"ERR426032","CAF","CongoDR","Africa"
"ERR426033","ESEA","Thailand","Asia"
"ERR426034","ESEA","Thailand","Asia"
"ERR426036","ESEA","Thailand","Asia"
"ERR426041","CAF","CongoDR","Africa"
"ERR426047","WSEA","Myanmar","Asia"
"ERR426053","CAF","CongoDR","Africa"
"ERR426055","CAF","CongoDR","Africa"
"ERR426056","CAF","CongoDR","Africa"
"ERR426058","CAF","CongoDR","Africa"
"ERR426063","CAF","CongoDR","Africa"
"ERR426072","SAS","Bangladesh","Asia"
"ERR426073","CAF","CongoDR","Africa"
"ERR426074","CAF","CongoDR","Africa"
"ERR426076","WSEA","Myanmar","Asia"
"ERR426077","WSEA","Myanmar","Asia"
"ERR426086","CAF","CongoDR","Africa"
"ERR426088","WSEA","Myanmar","Asia"
"ERR426095","CAF","CongoDR","Africa"
"ERR426101","WSEA","Myanmar","Asia"
"ERR426102","WSEA","Myanmar","Asia"
"ERR426103","WSEA","Myanmar","Asia"
"ERR426105","SAS","Bangladesh","Asia"
"ERR426107","WSEA","Thailand","Asia"
"ERR426113","CAF","CongoDR","Africa"
"ERR426114","CAF","CongoDR","Africa"
"ERR426116","CAF","CongoDR","Africa"
"ERR426120","ESEA","VietNam","Asia"
"ERR426121","WSEA","Thailand","Asia"
"ERR426122","CAF","CongoDR","Africa"
"ERR426126","CAF","CongoDR","Africa"
"ERR426128","CAF","CongoDR","Africa"
"ERR426129","CAF","CongoDR","Africa"
"ERR426133","SAS","Bangladesh","Asia"
"ERR426134","SAS","Bangladesh","Asia"
"ERR426140","ESEA","Thailand","Asia"
"ERR426141","WSEA","Myanmar","Asia"
"ERR426143","CAF","CongoDR","Africa"
"ERR439520","EAF","Tanzania","Africa"
"ERR439523","EAF","Tanzania","Africa"
"ERR439525","EAF","Tanzania","Africa"
"ERR439526","EAF","Tanzania","Africa"
"ERR439527","EAF","Tanzania","Africa"
"ERR439528","EAF","Tanzania","Africa"
"ERR439531","EAF","Tanzania","Africa"
"ERR439532","EAF","Tanzania","Africa"
"ERR449895","EAF","Tanzania","Africa"
"ERR449896","EAF","Tanzania","Africa"
"ERR449902","EAF","Tanzania","Africa"
"ERR449903","EAF","Tanzania","Africa"
"ERR449905","EAF","Tanzania","Africa"
"ERR450034","WAF","Ghana","Africa"
"ERR450040","WAF","Ghana","Africa"
"ERR450042","WAF","Ghana","Africa"
"ERR450047","WAF","Ghana","Africa"
"ERR450049","WAF","Ghana","Africa"
"ERR450051","WAF","Ghana","Africa"
"ERR450052","WAF","Ghana","Africa"
"ERR450053","WAF","Ghana","Africa"
"ERR450055","WAF","Ghana","Africa"
"ERR450057","WAF","Ghana","Africa"
"ERR450060","WAF","Ghana","Africa"
"ERR450062","WAF","Ghana","Africa"
"ERR450063","WAF","Ghana","Africa"
"ERR450067","WAF","Ghana","Africa"
"ERR450068","WAF","Ghana","Africa"
"ERR450071","WAF","Ghana","Africa"
"ERR450072","WAF","Ghana","Africa"
"ERR450076","WAF","Ghana","Africa"
"ERR450078","WAF","Ghana","Africa"
"ERR450080","WAF","Ghana","Africa"
"ERR450084","WAF","Ghana","Africa"
"ERR450087","WAF","Ghana","Africa"
"ERR450090","WAF","Ghana","Africa"
"ERR450093","WAF","Ghana","Africa"
"ERR450095","WAF","Ghana","Africa"
"ERR450097","WAF","Ghana","Africa"
"ERR450098","WAF","Ghana","Africa"
"ERR450099","WAF","Ghana","Africa"
"ERR450104","WAF","Ghana","Africa"
"ERR450105","WAF","Ghana","Africa"
"ERR450110","WAF","Ghana","Africa"
"ERR450111","WAF","Ghana","Africa"
"ERR450116","WAF","Ghana","Africa"
"ERR450122","WAF","Ghana","Africa"
"ERR450123","WAF","Ghana","Africa"
"ERR490334","EAF","Tanzania","Africa"
"ERR490335","WAF","Mali","Africa"
"ERR490338","EAF","Tanzania","Africa"
"ERR490339","EAF","Tanzania","Africa"
"ERR490341","WAF","Ghana","Africa"
"ERR490351","EAF","Madagascar","Africa"
"ERR490352","EAF","Madagascar","Africa"
"ERR490353","EAF","Madagascar","Africa"
"ERR490354","EAF","Madagascar","Africa"
"ERR490355","EAF","Madagascar","Africa"
"ERR490356","EAF","Madagascar","Africa"
"ERR490357","EAF","Madagascar","Africa"
"ERR516396","EAF","Madagascar","Africa"
"ERR516398","EAF","Madagascar","Africa"
"ERR516400","EAF","Madagascar","Africa"
"ERR516401","EAF","Madagascar","Africa"
"ERR516403","EAF","Madagascar","Africa"
"ERR516404","EAF","Madagascar","Africa"
"ERR516405","EAF","Madagascar","Africa"
"ERR527436","OCE","PapuaNewGuinea","OCE"
"ERR527437","OCE","PapuaNewGuinea","OCE"
"ERR527438","OCE","PapuaNewGuinea","OCE"
"ERR527439","OCE","PapuaNewGuinea","OCE"
"ERR527440","OCE","PapuaNewGuinea","OCE"
"ERR527441","OCE","PapuaNewGuinea","OCE"
"ERR527442","OCE","PapuaNewGuinea","OCE"
"ERR527443","OCE","PapuaNewGuinea","OCE"
"ERR527445","OCE","PapuaNewGuinea","OCE"
"ERR527447","OCE","PapuaNewGuinea","OCE"
"ERR527448","OCE","PapuaNewGuinea","OCE"
"ERR527449","OCE","PapuaNewGuinea","OCE"
"ERR527450","OCE","PapuaNewGuinea","OCE"
"ERR527451","OCE","PapuaNewGuinea","OCE"
"ERR527452","OCE","PapuaNewGuinea","OCE"
"ERR527454","OCE","PapuaNewGuinea","OCE"
"ERR527455","OCE","PapuaNewGuinea","OCE"
"ERR527459","OCE","PapuaNewGuinea","OCE"
"ERR527460","OCE","PapuaNewGuinea","OCE"
"ERR527461","OCE","PapuaNewGuinea","OCE"
"ERR527462","OCE","PapuaNewGuinea","OCE"
"ERR527464","OCE","PapuaNewGuinea","OCE"
"ERR527465","OCE","PapuaNewGuinea","OCE"
"ERR527466","OCE","PapuaNewGuinea","OCE"
"ERR527469","OCE","PapuaNewGuinea","OCE"
"ERR527470","OCE","PapuaNewGuinea","OCE"
"ERR527471","OCE","PapuaNewGuinea","OCE"
"ERR539599","ESEA","Cambodia","Asia"
"ERR539600","ESEA","Cambodia","Asia"
"ERR539601","ESEA","Cambodia","Asia"
"ERR539602","ESEA","Cambodia","Asia"
"ERR539603","ESEA","Cambodia","Asia"
"ERR539604","ESEA","Cambodia","Asia"
"ERR539605","ESEA","Cambodia","Asia"
"ERR539606","ESEA","Cambodia","Asia"
"ERR539607","ESEA","Cambodia","Asia"
"ERR539608","ESEA","Cambodia","Asia"
"ERR539609","ESEA","Cambodia","Asia"
"ERR539611","ESEA","Cambodia","Asia"
"ERR539612","ESEA","Cambodia","Asia"
"ERR539613","ESEA","Cambodia","Asia"
"ERR539614","ESEA","Cambodia","Asia"
"ERR539615","ESEA","Cambodia","Asia"
"ERR539616","ESEA","Cambodia","Asia"
"ERR539619","ESEA","Cambodia","Asia"
"ERR539620","ESEA","Cambodia","Asia"
"ERR539622","ESEA","Cambodia","Asia"
"ERR539623","ESEA","Cambodia","Asia"
"ERR539624","ESEA","Cambodia","Asia"
"ERR539626","ESEA","Cambodia","Asia"
"ERR539628","ESEA","Cambodia","Asia"
"ERR539630","ESEA","Cambodia","Asia"
"ERR539632","ESEA","Cambodia","Asia"
"ERR539667","ESEA","Cambodia","Asia"
"ERR539668","ESEA","Cambodia","Asia"
"ERR539671","ESEA","Cambodia","Asia"
"ERR539672","ESEA","Cambodia","Asia"
"ERR539673","ESEA","Cambodia","Asia"
"ERR539675","ESEA","Cambodia","Asia"
"ERR539676","ESEA","Cambodia","Asia"
"ERR539678","ESEA","Cambodia","Asia"
"ERR539679","ESEA","Cambodia","Asia"
"ERR539681","ESEA","Cambodia","Asia"
"ERR539683","ESEA","Cambodia","Asia"
"ERR539684","ESEA","Cambodia","Asia"
"ERR539685","ESEA","Cambodia","Asia"
"ERR539688","ESEA","Cambodia","Asia"
"ERR539689","ESEA","Cambodia","Asia"
"ERR539690","ESEA","Cambodia","Asia"
"ERR539692","ESEA","Cambodia","Asia"
"ERR539694","ESEA","Cambodia","Asia"
"ERR539696","ESEA","Cambodia","Asia"
"ERR539697","ESEA","Cambodia","Asia"
"ERR539700","ESEA","Cambodia","Asia"
"ERR539701","ESEA","Cambodia","Asia"
"ERR539702","ESEA","Cambodia","Asia"
"ERR539707","ESEA","Cambodia","Asia"
"ERR539708","ESEA","Cambodia","Asia"
"ERR539709","ESEA","Cambodia","Asia"
"ERR553898","WSEA","Thailand","Asia"
"ERR553899","WSEA","Thailand","Asia"
"ERR553900","WSEA","Thailand","Asia"
"ERR553901","WSEA","Thailand","Asia"
"ERR553902","WSEA","Thailand","Asia"
"ERR553904","WSEA","Thailand","Asia"
"ERR553906","WSEA","Thailand","Asia"
"ERR553907","WSEA","Thailand","Asia"
"ERR553908","WSEA","Thailand","Asia"
"ERR553912","WSEA","Thailand","Asia"
"ERR553914","WSEA","Thailand","Asia"
"ERR553915","WSEA","Thailand","Asia"
"ERR553916","WSEA","Thailand","Asia"
"ERR553918","WSEA","Thailand","Asia"
"ERR553919","WSEA","Thailand","Asia"
"ERR553923","WSEA","Thailand","Asia"
"ERR553924","WSEA","Thailand","Asia"
"ERR553925","WSEA","Thailand","Asia"
"ERR553927","WSEA","Thailand","Asia"
"ERR553928","WSEA","Thailand","Asia"
"ERR553930","WSEA","Thailand","Asia"
"ERR553931","WSEA","Thailand","Asia"
"ERR553933","WSEA","Thailand","Asia"
"ERR553935","WSEA","Thailand","Asia"
"ERR553937","WSEA","Thailand","Asia"
"ERR553940","WSEA","Thailand","Asia"
"ERR553941","WSEA","Thailand","Asia"
"ERR553942","WSEA","Thailand","Asia"
"ERR553943","WSEA","Thailand","Asia"
"ERR553945","WSEA","Thailand","Asia"
"ERR553953","WSEA","Thailand","Asia"
"ERR562818","WAF","Cameroon","Africa"
"ERR562821","WAF","Cameroon","Africa"
"ERR562823","WAF","Cameroon","Africa"
"ERR562825","WAF","Cameroon","Africa"
"ERR562826","WAF","Cameroon","Africa"
"ERR562827","WAF","Cameroon","Africa"
"ERR562829","WAF","Cameroon","Africa"
"ERR562831","WAF","Cameroon","Africa"
"ERR562833","WAF","Cameroon","Africa"
"ERR562834","WAF","Cameroon","Africa"
"ERR562835","WAF","Cameroon","Africa"
"ERR562840","WAF","Cameroon","Africa"
"ERR562841","WAF","Cameroon","Africa"
"ERR562843","WAF","Cameroon","Africa"
"ERR562846","WAF","Cameroon","Africa"
"ERR562851","WAF","Cameroon","Africa"
"ERR562853","WAF","Cameroon","Africa"
"ERR562854","WAF","Cameroon","Africa"
"ERR562855","WAF","Cameroon","Africa"
"ERR562856","WAF","Cameroon","Africa"
"ERR562859","WAF","Cameroon","Africa"
"ERR562861","WAF","Cameroon","Africa"
"ERR562863","WAF","Cameroon","Africa"
"ERR562865","WAF","Cameroon","Africa"
"ERR562869","WAF","Cameroon","Africa"
"ERR562872","WAF","Cameroon","Africa"
"ERR562873","WAF","Cameroon","Africa"
"ERR562878","WAF","Cameroon","Africa"
"ERR562881","WAF","Cameroon","Africa"
"ERR562882","WAF","Cameroon","Africa"
"ERR562886","WAF","Cameroon","Africa"
"ERR562887","WAF","Cameroon","Africa"
"ERR568390","WAF","Cameroon","Africa"
"ERR568392","WAF","Cameroon","Africa"
"ERR568393","WAF","Cameroon","Africa"
"ERR568396","WAF","Cameroon","Africa"
"ERR568400","WAF","Cameroon","Africa"
"ERR568401","WAF","Cameroon","Africa"
"ERR568402","WAF","Cameroon","Africa"
"ERR568404","WAF","Cameroon","Africa"
"ERR577841","WAF","Cameroon","Africa"
"ERR577848","WAF","Cameroon","Africa"
"ERR580370","WSEA","Thailand","Asia"
"ERR580371","WSEA","Thailand","Asia"
"ERR580372","WSEA","Thailand","Asia"
"ERR580373","WSEA","Thailand","Asia"
"ERR580374","WSEA","Thailand","Asia"
"ERR580375","WSEA","Thailand","Asia"
"ERR580376","WSEA","Thailand","Asia"
"ERR580377","WSEA","Thailand","Asia"
"ERR580378","WSEA","Thailand","Asia"
"ERR580379","WSEA","Thailand","Asia"
"ERR580380","WSEA","Thailand","Asia"
"ERR580381","WSEA","Thailand","Asia"
"ERR580382","WSEA","Thailand","Asia"
"ERR580383","WSEA","Thailand","Asia"
