"STRid","Pop"
"FALCIPARUM_STR_38019","Kenya-Guinea"
"FALCIPARUM_STR_38102","Kenya-IvoryCoast"
"FALCIPARUM_STR_38196","Kenya-IvoryCoast"
"FALCIPARUM_STR_38211","Kenya-IvoryCoast"
"FALCIPARUM_STR_38241","Kenya-IvoryCoast"
"FALCIPARUM_STR_38162","Kenya-IvoryCoast"
"FALCIPARUM_STR_38197","Kenya-IvoryCoast"
"FALCIPARUM_STR_52441","Kenya-IvoryCoast"
"FALCIPARUM_STR_38020","Kenya-IvoryCoast"
"FALCIPARUM_STR_71082","Kenya-IvoryCoast"
"FALCIPARUM_STR_17333","Kenya-IvoryCoast"
"FALCIPARUM_STR_45404","Kenya-Laos"
"FALCIPARUM_STR_100098","Kenya-Laos"
"FALCIPARUM_STR_8856","Kenya-Laos"
"FALCIPARUM_STR_28375","Kenya-Laos"
"FALCIPARUM_STR_10532","Kenya-Laos"
"FALCIPARUM_STR_73617","Kenya-Laos"
"FALCIPARUM_STR_102916","Kenya-Laos"
"FALCIPARUM_STR_100069","Kenya-Laos"
"FALCIPARUM_STR_21538","Kenya-Laos"
"FALCIPARUM_STR_40146","Kenya-Laos"
"FALCIPARUM_STR_38211","Kenya-Madagascar"
"FALCIPARUM_STR_22341","Kenya-Madagascar"
"FALCIPARUM_STR_38197","Kenya-Madagascar"
"FALCIPARUM_STR_38102","Kenya-Madagascar"
"FALCIPARUM_STR_38196","Kenya-Madagascar"
"FALCIPARUM_STR_38180","Kenya-Madagascar"
"FALCIPARUM_STR_22181","Kenya-Madagascar"
"FALCIPARUM_STR_38182","Kenya-Madagascar"
"FALCIPARUM_STR_22246","Kenya-Madagascar"
"FALCIPARUM_STR_28458","Kenya-Madagascar"
"FALCIPARUM_STR_38162","Kenya-Mali"
"FALCIPARUM_STR_38102","Kenya-Mali"
"FALCIPARUM_STR_38196","Kenya-Mali"
"FALCIPARUM_STR_38211","Kenya-Mali"
"FALCIPARUM_STR_38197","Kenya-Mali"
"FALCIPARUM_STR_38241","Kenya-Mali"
"FALCIPARUM_STR_38019","Kenya-Mali"
"FALCIPARUM_STR_38020","Kenya-Mali"
"FALCIPARUM_STR_52441","Kenya-Mali"
"FALCIPARUM_STR_71082","Kenya-Mali"
"FALCIPARUM_STR_38211","Kenya-Mauritania"
"FALCIPARUM_STR_38196","Kenya-Mauritania"
"FALCIPARUM_STR_38102","Kenya-Mauritania"
"FALCIPARUM_STR_38162","Kenya-Mauritania"
"FALCIPARUM_STR_38197","Kenya-Mauritania"
"FALCIPARUM_STR_38241","Kenya-Mauritania"
"FALCIPARUM_STR_71082","Kenya-Mauritania"
"FALCIPARUM_STR_38019","Kenya-Mauritania"
"FALCIPARUM_STR_62586","Kenya-Mauritania"
"FALCIPARUM_STR_11171","Kenya-Mauritania"
"FALCIPARUM_STR_100098","Kenya-Myanmar"
"FALCIPARUM_STR_21538","Kenya-Myanmar"
"FALCIPARUM_STR_10532","Kenya-Myanmar"
"FALCIPARUM_STR_31060","Kenya-Myanmar"
"FALCIPARUM_STR_13878","Kenya-Myanmar"
"FALCIPARUM_STR_100069","Kenya-Myanmar"
"FALCIPARUM_STR_51408","Kenya-Myanmar"
"FALCIPARUM_STR_84610","Kenya-Myanmar"
"FALCIPARUM_STR_10803","Kenya-Myanmar"
"FALCIPARUM_STR_73617","Kenya-Myanmar"
"FALCIPARUM_STR_38102","Kenya-Nigeria"
"FALCIPARUM_STR_38197","Kenya-Nigeria"
"FALCIPARUM_STR_38211","Kenya-Nigeria"
"FALCIPARUM_STR_38241","Kenya-Nigeria"
"FALCIPARUM_STR_38162","Kenya-Nigeria"
"FALCIPARUM_STR_52441","Kenya-Nigeria"
"FALCIPARUM_STR_38020","Kenya-Nigeria"
"FALCIPARUM_STR_38019","Kenya-Nigeria"
"FALCIPARUM_STR_38196","Kenya-Nigeria"
"FALCIPARUM_STR_49922","Kenya-Nigeria"
"FALCIPARUM_STR_31184","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_13826","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_102916","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_60046","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_10989","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_80583","Kenya-PapuaNewGuinea"
"FALCIPARUM_STR_4508","Kenya-Peru"
"FALCIPARUM_STR_4950","Kenya-Peru"
"FALCIPARUM_STR_20133","Kenya-Peru"
"FALCIPARUM_STR_20149","Kenya-Peru"
"FALCIPARUM_STR_28756","Kenya-Peru"
"FALCIPARUM_STR_28816","Kenya-Peru"
"FALCIPARUM_STR_38132","Kenya-Peru"
"FALCIPARUM_STR_38162","Kenya-Peru"
"FALCIPARUM_STR_38182","Kenya-Peru"
"FALCIPARUM_STR_38196","Kenya-Peru"
"FALCIPARUM_STR_38162","Kenya-Senegal"
"FALCIPARUM_STR_38102","Kenya-Senegal"
"FALCIPARUM_STR_38211","Kenya-Senegal"
"FALCIPARUM_STR_38196","Kenya-Senegal"
"FALCIPARUM_STR_38197","Kenya-Senegal"
"FALCIPARUM_STR_38241","Kenya-Senegal"
"FALCIPARUM_STR_38020","Kenya-Senegal"
"FALCIPARUM_STR_52441","Kenya-Senegal"
"FALCIPARUM_STR_38019","Kenya-Senegal"
"FALCIPARUM_STR_37960","Kenya-Senegal"
"FALCIPARUM_STR_22104","Kenya-Tanzania"
"FALCIPARUM_STR_35000","Kenya-Tanzania"
"FALCIPARUM_STR_63433","Kenya-Tanzania"
"FALCIPARUM_STR_8765","Kenya-Tanzania"
"FALCIPARUM_STR_55394","Kenya-Tanzania"
"FALCIPARUM_STR_23756","Kenya-Tanzania"
"FALCIPARUM_STR_38241","Kenya-Tanzania"
"FALCIPARUM_STR_11171","Kenya-Tanzania"
"FALCIPARUM_STR_82734","Kenya-Tanzania"
"FALCIPARUM_STR_31060","Kenya-Tanzania"
"FALCIPARUM_STR_73617","Kenya-Thailand"
"FALCIPARUM_STR_21538","Kenya-Thailand"
"FALCIPARUM_STR_100098","Kenya-Thailand"
"FALCIPARUM_STR_10532","Kenya-Thailand"
"FALCIPARUM_STR_80238","Kenya-Thailand"
"FALCIPARUM_STR_100069","Kenya-Thailand"
"FALCIPARUM_STR_13878","Kenya-Thailand"
"FALCIPARUM_STR_28730","Kenya-Thailand"
"FALCIPARUM_STR_31060","Kenya-Thailand"
"FALCIPARUM_STR_51593","Kenya-Thailand"
"FALCIPARUM_STR_73617","Kenya-VietNam"
"FALCIPARUM_STR_28730","Kenya-VietNam"
"FALCIPARUM_STR_45404","Kenya-VietNam"
"FALCIPARUM_STR_28375","Kenya-VietNam"
"FALCIPARUM_STR_99481","Kenya-VietNam"
"FALCIPARUM_STR_102916","Kenya-VietNam"
"FALCIPARUM_STR_10532","Kenya-VietNam"
"FALCIPARUM_STR_47362","Kenya-VietNam"
"FALCIPARUM_STR_100069","Kenya-VietNam"
"FALCIPARUM_STR_99848","Kenya-VietNam"
"FALCIPARUM_STR_58910","Laos-Bangladesh"
"FALCIPARUM_STR_28458","Laos-Bangladesh"
"FALCIPARUM_STR_28816","Laos-Bangladesh"
"FALCIPARUM_STR_28819","Laos-Bangladesh"
"FALCIPARUM_STR_96947","Laos-Bangladesh"
"FALCIPARUM_STR_83533","Laos-Bangladesh"
"FALCIPARUM_STR_21806","Laos-Bangladesh"
"FALCIPARUM_STR_32701","Laos-Bangladesh"
"FALCIPARUM_STR_77809","Laos-Bangladesh"
"FALCIPARUM_STR_45407","Laos-Bangladesh"
"FALCIPARUM_STR_10532","Laos-Colombia"
"FALCIPARUM_STR_10803","Laos-Colombia"
"FALCIPARUM_STR_10835","Laos-Colombia"
"FALCIPARUM_STR_19776","Laos-Colombia"
"FALCIPARUM_STR_21390","Laos-Colombia"
"FALCIPARUM_STR_28375","Laos-Colombia"
"FALCIPARUM_STR_28381","Laos-Colombia"
"FALCIPARUM_STR_28446","Laos-Colombia"
"FALCIPARUM_STR_28751","Laos-Colombia"
"FALCIPARUM_STR_28756","Laos-Colombia"
"FALCIPARUM_STR_50390","Laos-Myanmar"
"FALCIPARUM_STR_80217","Laos-Myanmar"
"FALCIPARUM_STR_80111","Laos-Myanmar"
"FALCIPARUM_STR_96947","Laos-Myanmar"
"FALCIPARUM_STR_25728","Laos-Myanmar"
"FALCIPARUM_STR_69968","Laos-Myanmar"
"FALCIPARUM_STR_102321","Laos-Myanmar"
"FALCIPARUM_STR_40558","Laos-Myanmar"
"FALCIPARUM_STR_30336","Laos-Myanmar"
"FALCIPARUM_STR_70748","Laos-Myanmar"
"FALCIPARUM_STR_49922","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_836","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_31148","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_83530","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_31298","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_39228","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_28458","Laos-PapuaNewGuinea"
"FALCIPARUM_STR_4304","Laos-Peru"
"FALCIPARUM_STR_4950","Laos-Peru"
"FALCIPARUM_STR_8999","Laos-Peru"
"FALCIPARUM_STR_10247","Laos-Peru"
"FALCIPARUM_STR_10803","Laos-Peru"
"FALCIPARUM_STR_14998","Laos-Peru"
"FALCIPARUM_STR_20149","Laos-Peru"
"FALCIPARUM_STR_25489","Laos-Peru"
"FALCIPARUM_STR_28375","Laos-Peru"
"FALCIPARUM_STR_28381","Laos-Peru"
"FALCIPARUM_STR_80217","Laos-Thailand"
"FALCIPARUM_STR_37960","Laos-Thailand"
"FALCIPARUM_STR_96947","Laos-Thailand"
"FALCIPARUM_STR_30474","Laos-Thailand"
"FALCIPARUM_STR_102321","Laos-Thailand"
"FALCIPARUM_STR_38019","Laos-Thailand"
"FALCIPARUM_STR_50390","Laos-Thailand"
"FALCIPARUM_STR_38102","Laos-Thailand"
"FALCIPARUM_STR_38020","Laos-Thailand"
"FALCIPARUM_STR_80111","Laos-Thailand"
"FALCIPARUM_STR_96947","Laos-VietNam"
"FALCIPARUM_STR_39228","Laos-VietNam"
"FALCIPARUM_STR_80217","Laos-VietNam"
"FALCIPARUM_STR_25728","Laos-VietNam"
"FALCIPARUM_STR_9729","Laos-VietNam"
"FALCIPARUM_STR_32701","Laos-VietNam"
"FALCIPARUM_STR_72310","Laos-VietNam"
"FALCIPARUM_STR_11117","Laos-VietNam"
"FALCIPARUM_STR_26992","Laos-VietNam"
"FALCIPARUM_STR_74883","Laos-VietNam"
"FALCIPARUM_STR_28375","Madagascar-Bangladesh"
"FALCIPARUM_STR_31184","Madagascar-Bangladesh"
"FALCIPARUM_STR_38211","Madagascar-Bangladesh"
"FALCIPARUM_STR_22341","Madagascar-Bangladesh"
"FALCIPARUM_STR_9636","Madagascar-Bangladesh"
"FALCIPARUM_STR_21368","Madagascar-Bangladesh"
"FALCIPARUM_STR_38180","Madagascar-Bangladesh"
"FALCIPARUM_STR_28458","Madagascar-Bangladesh"
"FALCIPARUM_STR_38358","Madagascar-Bangladesh"
"FALCIPARUM_STR_28381","Madagascar-Bangladesh"
"FALCIPARUM_STR_31184","Madagascar-Benin"
"FALCIPARUM_STR_38211","Madagascar-Benin"
"FALCIPARUM_STR_22341","Madagascar-Benin"
"FALCIPARUM_STR_22246","Madagascar-Benin"
"FALCIPARUM_STR_38180","Madagascar-Benin"
"FALCIPARUM_STR_22181","Madagascar-Benin"
"FALCIPARUM_STR_55109","Madagascar-Benin"
"FALCIPARUM_STR_28756","Madagascar-Benin"
"FALCIPARUM_STR_38196","Madagascar-Benin"
"FALCIPARUM_STR_12673","Madagascar-Benin"
"FALCIPARUM_STR_28375","Madagascar-Cambodia"
"FALCIPARUM_STR_95583","Madagascar-Cambodia"
"FALCIPARUM_STR_22279","Madagascar-Cambodia"
"FALCIPARUM_STR_38777","Madagascar-Cambodia"
"FALCIPARUM_STR_60809","Madagascar-Cambodia"
"FALCIPARUM_STR_73617","Madagascar-Cambodia"
"FALCIPARUM_STR_31184","Madagascar-Cambodia"
"FALCIPARUM_STR_93498","Madagascar-Cambodia"
"FALCIPARUM_STR_100098","Madagascar-Cambodia"
"FALCIPARUM_STR_63846","Madagascar-Cambodia"
"FALCIPARUM_STR_38211","Madagascar-Cameroon"
"FALCIPARUM_STR_31184","Madagascar-Cameroon"
"FALCIPARUM_STR_22341","Madagascar-Cameroon"
"FALCIPARUM_STR_22246","Madagascar-Cameroon"
"FALCIPARUM_STR_28756","Madagascar-Cameroon"
"FALCIPARUM_STR_38196","Madagascar-Cameroon"
"FALCIPARUM_STR_38180","Madagascar-Cameroon"
"FALCIPARUM_STR_28381","Madagascar-Cameroon"
"FALCIPARUM_STR_38182","Madagascar-Cameroon"
"FALCIPARUM_STR_28819","Madagascar-Cameroon"
"FALCIPARUM_STR_15081","Madagascar-Colombia"
"FALCIPARUM_STR_28751","Madagascar-Colombia"
"FALCIPARUM_STR_28816","Madagascar-Colombia"
"FALCIPARUM_STR_28961","Madagascar-Colombia"
"FALCIPARUM_STR_31262","Madagascar-Colombia"
"FALCIPARUM_STR_85311","Madagascar-Colombia"
"FALCIPARUM_STR_85580","Madagascar-Colombia"
"FALCIPARUM_STR_85655","Madagascar-Colombia"
"FALCIPARUM_STR_86508","Madagascar-Colombia"
"FALCIPARUM_STR_86511","Madagascar-Colombia"
"FALCIPARUM_STR_31184","Madagascar-Gambia"
"FALCIPARUM_STR_22246","Madagascar-Gambia"
"FALCIPARUM_STR_22341","Madagascar-Gambia"
"FALCIPARUM_STR_38180","Madagascar-Gambia"
"FALCIPARUM_STR_38211","Madagascar-Gambia"
"FALCIPARUM_STR_28381","Madagascar-Gambia"
"FALCIPARUM_STR_71594","Madagascar-Gambia"
"FALCIPARUM_STR_38162","Madagascar-Gambia"
"FALCIPARUM_STR_52896","Madagascar-Gambia"
"FALCIPARUM_STR_48846","Madagascar-Gambia"
"FALCIPARUM_STR_22341","Madagascar-Ghana"
"FALCIPARUM_STR_22246","Madagascar-Ghana"
"FALCIPARUM_STR_38180","Madagascar-Ghana"
"FALCIPARUM_STR_38196","Madagascar-Ghana"
"FALCIPARUM_STR_38211","Madagascar-Ghana"
"FALCIPARUM_STR_17333","Madagascar-Ghana"
"FALCIPARUM_STR_46477","Madagascar-Ghana"
"FALCIPARUM_STR_38182","Madagascar-Ghana"
"FALCIPARUM_STR_22181","Madagascar-Ghana"
"FALCIPARUM_STR_38162","Madagascar-Ghana"
"FALCIPARUM_STR_38211","Madagascar-Guinea"
"FALCIPARUM_STR_22341","Madagascar-Guinea"
"FALCIPARUM_STR_31184","Madagascar-Guinea"
"FALCIPARUM_STR_22246","Madagascar-Guinea"
"FALCIPARUM_STR_38180","Madagascar-Guinea"
"FALCIPARUM_STR_38196","Madagascar-Guinea"
"FALCIPARUM_STR_28381","Madagascar-Guinea"
"FALCIPARUM_STR_38182","Madagascar-Guinea"
"FALCIPARUM_STR_46477","Madagascar-Guinea"
"FALCIPARUM_STR_28756","Madagascar-Guinea"
"FALCIPARUM_STR_22341","Madagascar-IvoryCoast"
"FALCIPARUM_STR_38211","Madagascar-IvoryCoast"
"FALCIPARUM_STR_22246","Madagascar-IvoryCoast"
"FALCIPARUM_STR_17333","Madagascar-IvoryCoast"
"FALCIPARUM_STR_38180","Madagascar-IvoryCoast"
"FALCIPARUM_STR_22181","Madagascar-IvoryCoast"
"FALCIPARUM_STR_15281","Madagascar-IvoryCoast"
"FALCIPARUM_STR_28381","Madagascar-IvoryCoast"
"FALCIPARUM_STR_38196","Madagascar-IvoryCoast"
"FALCIPARUM_STR_49922","Madagascar-IvoryCoast"
"FALCIPARUM_STR_28375","Madagascar-Laos"
"FALCIPARUM_STR_22279","Madagascar-Laos"
"FALCIPARUM_STR_45404","Madagascar-Laos"
"FALCIPARUM_STR_100098","Madagascar-Laos"
"FALCIPARUM_STR_95714","Madagascar-Laos"
"FALCIPARUM_STR_8856","Madagascar-Laos"
"FALCIPARUM_STR_73617","Madagascar-Laos"
"FALCIPARUM_STR_60809","Madagascar-Laos"
"FALCIPARUM_STR_64764","Madagascar-Laos"
"FALCIPARUM_STR_38777","Madagascar-Laos"
"FALCIPARUM_STR_31184","Madagascar-Mali"
"FALCIPARUM_STR_22341","Madagascar-Mali"
"FALCIPARUM_STR_22246","Madagascar-Mali"
"FALCIPARUM_STR_38180","Madagascar-Mali"
"FALCIPARUM_STR_38211","Madagascar-Mali"
"FALCIPARUM_STR_38182","Madagascar-Mali"
"FALCIPARUM_STR_28381","Madagascar-Mali"
"FALCIPARUM_STR_38162","Madagascar-Mali"
"FALCIPARUM_STR_22181","Madagascar-Mali"
"FALCIPARUM_STR_52896","Madagascar-Mali"
"FALCIPARUM_STR_31184","Madagascar-Mauritania"
"FALCIPARUM_STR_22341","Madagascar-Mauritania"
"FALCIPARUM_STR_38211","Madagascar-Mauritania"
"FALCIPARUM_STR_22246","Madagascar-Mauritania"
"FALCIPARUM_STR_38180","Madagascar-Mauritania"
"FALCIPARUM_STR_46477","Madagascar-Mauritania"
"FALCIPARUM_STR_38182","Madagascar-Mauritania"
"FALCIPARUM_STR_52896","Madagascar-Mauritania"
"FALCIPARUM_STR_91167","Madagascar-Mauritania"
"FALCIPARUM_STR_34559","Madagascar-Mauritania"
"FALCIPARUM_STR_28123","Madagascar-Myanmar"
"FALCIPARUM_STR_28375","Madagascar-Myanmar"
"FALCIPARUM_STR_38211","Madagascar-Myanmar"
"FALCIPARUM_STR_31060","Madagascar-Myanmar"
"FALCIPARUM_STR_100098","Madagascar-Myanmar"
"FALCIPARUM_STR_31184","Madagascar-Myanmar"
"FALCIPARUM_STR_38777","Madagascar-Myanmar"
"FALCIPARUM_STR_60809","Madagascar-Myanmar"
"FALCIPARUM_STR_22279","Madagascar-Myanmar"
"FALCIPARUM_STR_22341","Madagascar-Myanmar"
"FALCIPARUM_STR_22341","Madagascar-Nigeria"
"FALCIPARUM_STR_31184","Madagascar-Nigeria"
"FALCIPARUM_STR_22246","Madagascar-Nigeria"
"FALCIPARUM_STR_17333","Madagascar-Nigeria"
"FALCIPARUM_STR_38211","Madagascar-Nigeria"
"FALCIPARUM_STR_49922","Madagascar-Nigeria"
"FALCIPARUM_STR_38182","Madagascar-Nigeria"
"FALCIPARUM_STR_71594","Madagascar-Nigeria"
"FALCIPARUM_STR_38180","Madagascar-Nigeria"
"FALCIPARUM_STR_38196","Madagascar-Nigeria"
"FALCIPARUM_STR_28375","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_38777","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_28961","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_28458","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_49922","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_33952","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_101842","Madagascar-PapuaNewGuinea"
"FALCIPARUM_STR_4508","Madagascar-Peru"
"FALCIPARUM_STR_4950","Madagascar-Peru"
"FALCIPARUM_STR_10247","Madagascar-Peru"
"FALCIPARUM_STR_14495","Madagascar-Peru"
"FALCIPARUM_STR_20133","Madagascar-Peru"
"FALCIPARUM_STR_20149","Madagascar-Peru"
"FALCIPARUM_STR_32835","Madagascar-Peru"
"FALCIPARUM_STR_33082","Madagascar-Peru"
"FALCIPARUM_STR_37960","Madagascar-Peru"
"FALCIPARUM_STR_38102","Madagascar-Peru"
"FALCIPARUM_STR_22341","Madagascar-Senegal"
"FALCIPARUM_STR_22246","Madagascar-Senegal"
"FALCIPARUM_STR_31184","Madagascar-Senegal"
"FALCIPARUM_STR_28381","Madagascar-Senegal"
"FALCIPARUM_STR_46477","Madagascar-Senegal"
"FALCIPARUM_STR_38162","Madagascar-Senegal"
"FALCIPARUM_STR_71594","Madagascar-Senegal"
"FALCIPARUM_STR_55772","Madagascar-Senegal"
"FALCIPARUM_STR_52896","Madagascar-Senegal"
"FALCIPARUM_STR_48846","Madagascar-Senegal"
"FALCIPARUM_STR_28375","Madagascar-Thailand"
"FALCIPARUM_STR_38211","Madagascar-Thailand"
"FALCIPARUM_STR_31184","Madagascar-Thailand"
"FALCIPARUM_STR_31060","Madagascar-Thailand"
"FALCIPARUM_STR_22279","Madagascar-Thailand"
"FALCIPARUM_STR_73617","Madagascar-Thailand"
"FALCIPARUM_STR_28123","Madagascar-Thailand"
"FALCIPARUM_STR_100098","Madagascar-Thailand"
"FALCIPARUM_STR_70523","Madagascar-Thailand"
"FALCIPARUM_STR_64764","Madagascar-Thailand"
"FALCIPARUM_STR_22279","Madagascar-VietNam"
"FALCIPARUM_STR_28375","Madagascar-VietNam"
"FALCIPARUM_STR_73617","Madagascar-VietNam"
"FALCIPARUM_STR_60809","Madagascar-VietNam"
"FALCIPARUM_STR_95714","Madagascar-VietNam"
"FALCIPARUM_STR_28730","Madagascar-VietNam"
"FALCIPARUM_STR_45404","Madagascar-VietNam"
"FALCIPARUM_STR_38777","Madagascar-VietNam"
"FALCIPARUM_STR_95583","Madagascar-VietNam"
"FALCIPARUM_STR_51712","Madagascar-VietNam"
"FALCIPARUM_STR_71082","Malawi-Bangladesh"
"FALCIPARUM_STR_10803","Malawi-Bangladesh"
"FALCIPARUM_STR_31184","Malawi-Bangladesh"
"FALCIPARUM_STR_71064","Malawi-Bangladesh"
"FALCIPARUM_STR_31269","Malawi-Bangladesh"
"FALCIPARUM_STR_10532","Malawi-Bangladesh"
"FALCIPARUM_STR_80583","Malawi-Bangladesh"
"FALCIPARUM_STR_69274","Malawi-Bangladesh"
"FALCIPARUM_STR_70919","Malawi-Bangladesh"
"FALCIPARUM_STR_73617","Malawi-Bangladesh"
"FALCIPARUM_STR_38211","Malawi-Benin"
"FALCIPARUM_STR_38196","Malawi-Benin"
"FALCIPARUM_STR_31184","Malawi-Benin"
"FALCIPARUM_STR_71082","Malawi-Benin"
"FALCIPARUM_STR_38162","Malawi-Benin"
"FALCIPARUM_STR_38197","Malawi-Benin"
"FALCIPARUM_STR_38241","Malawi-Benin"
"FALCIPARUM_STR_71064","Malawi-Benin"
"FALCIPARUM_STR_31269","Malawi-Benin"
"FALCIPARUM_STR_14854","Malawi-Benin"
"FALCIPARUM_STR_99848","Malawi-Cambodia"
"FALCIPARUM_STR_28730","Malawi-Cambodia"
"FALCIPARUM_STR_100098","Malawi-Cambodia"
"FALCIPARUM_STR_28375","Malawi-Cambodia"
"FALCIPARUM_STR_73617","Malawi-Cambodia"
"FALCIPARUM_STR_40112","Malawi-Cambodia"
"FALCIPARUM_STR_45404","Malawi-Cambodia"
"FALCIPARUM_STR_95714","Malawi-Cambodia"
"FALCIPARUM_STR_21538","Malawi-Cambodia"
"FALCIPARUM_STR_91975","Malawi-Cambodia"
"FALCIPARUM_STR_38211","Malawi-Cameroon"
"FALCIPARUM_STR_71082","Malawi-Cameroon"
"FALCIPARUM_STR_71064","Malawi-Cameroon"
"FALCIPARUM_STR_38162","Malawi-Cameroon"
"FALCIPARUM_STR_31184","Malawi-Cameroon"
"FALCIPARUM_STR_38241","Malawi-Cameroon"
"FALCIPARUM_STR_38180","Malawi-Cameroon"
"FALCIPARUM_STR_38358","Malawi-Cameroon"
"FALCIPARUM_STR_38068","Malawi-Cameroon"
"FALCIPARUM_STR_40639","Malawi-Cameroon"
"FALCIPARUM_STR_15081","Malawi-Colombia"
"FALCIPARUM_STR_21390","Malawi-Colombia"
"FALCIPARUM_STR_31262","Malawi-Colombia"
"FALCIPARUM_STR_85311","Malawi-Colombia"
"FALCIPARUM_STR_86508","Malawi-Colombia"
"FALCIPARUM_STR_86511","Malawi-Colombia"
"FALCIPARUM_STR_90428","Malawi-Colombia"
"FALCIPARUM_STR_28751","Malawi-Colombia"
"FALCIPARUM_STR_15055","Malawi-Colombia"
"FALCIPARUM_STR_28446","Malawi-Colombia"
"FALCIPARUM_STR_63433","Malawi-Ethiopia"
"FALCIPARUM_STR_59750","Malawi-Ethiopia"
"FALCIPARUM_STR_98885","Malawi-Ethiopia"
"FALCIPARUM_STR_95585","Malawi-Ethiopia"
"FALCIPARUM_STR_48817","Malawi-Ethiopia"
"FALCIPARUM_STR_31184","Malawi-Ethiopia"
"FALCIPARUM_STR_99481","Malawi-Ethiopia"
"FALCIPARUM_STR_44287","Malawi-Ethiopia"
"FALCIPARUM_STR_85496","Malawi-Ethiopia"
"FALCIPARUM_STR_84610","Malawi-Ethiopia"
"FALCIPARUM_STR_38211","Malawi-Gambia"
"FALCIPARUM_STR_38162","Malawi-Gambia"
"FALCIPARUM_STR_38196","Malawi-Gambia"
"FALCIPARUM_STR_31184","Malawi-Gambia"
"FALCIPARUM_STR_71082","Malawi-Gambia"
"FALCIPARUM_STR_71064","Malawi-Gambia"
"FALCIPARUM_STR_38197","Malawi-Gambia"
"FALCIPARUM_STR_71594","Malawi-Gambia"
"FALCIPARUM_STR_38358","Malawi-Gambia"
"FALCIPARUM_STR_71247","Malawi-Gambia"
"FALCIPARUM_STR_38196","Malawi-Ghana"
"FALCIPARUM_STR_38211","Malawi-Ghana"
"FALCIPARUM_STR_38197","Malawi-Ghana"
"FALCIPARUM_STR_71082","Malawi-Ghana"
"FALCIPARUM_STR_71064","Malawi-Ghana"
"FALCIPARUM_STR_38162","Malawi-Ghana"
"FALCIPARUM_STR_38241","Malawi-Ghana"
"FALCIPARUM_STR_38358","Malawi-Ghana"
"FALCIPARUM_STR_52441","Malawi-Ghana"
"FALCIPARUM_STR_37960","Malawi-Ghana"
"FALCIPARUM_STR_38197","Malawi-Guinea"
"FALCIPARUM_STR_38211","Malawi-Guinea"
"FALCIPARUM_STR_38196","Malawi-Guinea"
"FALCIPARUM_STR_31184","Malawi-Guinea"
"FALCIPARUM_STR_38162","Malawi-Guinea"
"FALCIPARUM_STR_38241","Malawi-Guinea"
"FALCIPARUM_STR_71082","Malawi-Guinea"
"FALCIPARUM_STR_71064","Malawi-Guinea"
"FALCIPARUM_STR_71247","Malawi-Guinea"
"FALCIPARUM_STR_71594","Malawi-Guinea"
"FALCIPARUM_STR_38211","Malawi-IvoryCoast"
"FALCIPARUM_STR_71082","Malawi-IvoryCoast"
"FALCIPARUM_STR_38196","Malawi-IvoryCoast"
"FALCIPARUM_STR_71064","Malawi-IvoryCoast"
"FALCIPARUM_STR_38162","Malawi-IvoryCoast"
"FALCIPARUM_STR_38197","Malawi-IvoryCoast"
"FALCIPARUM_STR_38241","Malawi-IvoryCoast"
"FALCIPARUM_STR_52441","Malawi-IvoryCoast"
"FALCIPARUM_STR_38358","Malawi-IvoryCoast"
"FALCIPARUM_STR_17333","Malawi-IvoryCoast"
"FALCIPARUM_STR_38358","Malawi-Kenya"
"FALCIPARUM_STR_30118","Malawi-Kenya"
"FALCIPARUM_STR_71594","Malawi-Kenya"
"FALCIPARUM_STR_38102","Malawi-Kenya"
"FALCIPARUM_STR_99481","Malawi-Kenya"
"FALCIPARUM_STR_63433","Malawi-Kenya"
"FALCIPARUM_STR_27349","Malawi-Kenya"
"FALCIPARUM_STR_99257","Malawi-Kenya"
