"STRid","Pop"
"FALCIPARUM_STR_100098","CongoDR-Myanmar"
"FALCIPARUM_STR_21538","CongoDR-Myanmar"
"FALCIPARUM_STR_90957","CongoDR-Myanmar"
"FALCIPARUM_STR_70842","CongoDR-Myanmar"
"FALCIPARUM_STR_84610","CongoDR-Myanmar"
"FALCIPARUM_STR_10532","CongoDR-Myanmar"
"FALCIPARUM_STR_28730","CongoDR-Myanmar"
"FALCIPARUM_STR_69274","CongoDR-Myanmar"
"FALCIPARUM_STR_45404","CongoDR-Myanmar"
"FALCIPARUM_STR_35146","CongoDR-Myanmar"
"FALCIPARUM_STR_17333","CongoDR-Nigeria"
"FALCIPARUM_STR_38196","CongoDR-Nigeria"
"FALCIPARUM_STR_49922","CongoDR-Nigeria"
"FALCIPARUM_STR_18612","CongoDR-Nigeria"
"FALCIPARUM_STR_52441","CongoDR-Nigeria"
"FALCIPARUM_STR_28262","CongoDR-Nigeria"
"FALCIPARUM_STR_49102","CongoDR-Nigeria"
"FALCIPARUM_STR_8765","CongoDR-Nigeria"
"FALCIPARUM_STR_38102","CongoDR-Nigeria"
"FALCIPARUM_STR_75936","CongoDR-Nigeria"
"FALCIPARUM_STR_103268","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_31184","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_31124","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_68365","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_31148","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_10460","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_102916","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_44690","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_31269","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_39610","CongoDR-PapuaNewGuinea"
"FALCIPARUM_STR_20149","CongoDR-Peru"
"FALCIPARUM_STR_33082","CongoDR-Peru"
"FALCIPARUM_STR_38197","CongoDR-Peru"
"FALCIPARUM_STR_49156","CongoDR-Peru"
"FALCIPARUM_STR_64258","CongoDR-Peru"
"FALCIPARUM_STR_75482","CongoDR-Peru"
"FALCIPARUM_STR_84919","CongoDR-Peru"
"FALCIPARUM_STR_85264","CongoDR-Peru"
"FALCIPARUM_STR_90428","CongoDR-Peru"
"FALCIPARUM_STR_28816","CongoDR-Peru"
"FALCIPARUM_STR_38196","CongoDR-Senegal"
"FALCIPARUM_STR_38102","CongoDR-Senegal"
"FALCIPARUM_STR_18612","CongoDR-Senegal"
"FALCIPARUM_STR_83532","CongoDR-Senegal"
"FALCIPARUM_STR_38241","CongoDR-Senegal"
"FALCIPARUM_STR_2070","CongoDR-Senegal"
"FALCIPARUM_STR_21368","CongoDR-Senegal"
"FALCIPARUM_STR_40639","CongoDR-Senegal"
"FALCIPARUM_STR_21627","CongoDR-Senegal"
"FALCIPARUM_STR_52441","CongoDR-Senegal"
"FALCIPARUM_STR_38211","CongoDR-Tanzania"
"FALCIPARUM_STR_38197","CongoDR-Tanzania"
"FALCIPARUM_STR_38162","CongoDR-Tanzania"
"FALCIPARUM_STR_38102","CongoDR-Tanzania"
"FALCIPARUM_STR_38241","CongoDR-Tanzania"
"FALCIPARUM_STR_38019","CongoDR-Tanzania"
"FALCIPARUM_STR_38020","CongoDR-Tanzania"
"FALCIPARUM_STR_46477","CongoDR-Tanzania"
"FALCIPARUM_STR_38068","CongoDR-Tanzania"
"FALCIPARUM_STR_38358","CongoDR-Tanzania"
"FALCIPARUM_STR_21538","CongoDR-Thailand"
"FALCIPARUM_STR_100098","CongoDR-Thailand"
"FALCIPARUM_STR_51591","CongoDR-Thailand"
"FALCIPARUM_STR_73617","CongoDR-Thailand"
"FALCIPARUM_STR_28730","CongoDR-Thailand"
"FALCIPARUM_STR_80238","CongoDR-Thailand"
"FALCIPARUM_STR_70842","CongoDR-Thailand"
"FALCIPARUM_STR_95714","CongoDR-Thailand"
"FALCIPARUM_STR_40112","CongoDR-Thailand"
"FALCIPARUM_STR_51593","CongoDR-Thailand"
"FALCIPARUM_STR_38358","CongoDR-Uganda"
"FALCIPARUM_STR_38211","CongoDR-Uganda"
"FALCIPARUM_STR_2164","CongoDR-Uganda"
"FALCIPARUM_STR_38197","CongoDR-Uganda"
"FALCIPARUM_STR_56270","CongoDR-Uganda"
"FALCIPARUM_STR_25677","CongoDR-Uganda"
"FALCIPARUM_STR_42666","CongoDR-Uganda"
"FALCIPARUM_STR_71594","CongoDR-Uganda"
"FALCIPARUM_STR_38241","CongoDR-Uganda"
"FALCIPARUM_STR_61688","CongoDR-Uganda"
"FALCIPARUM_STR_28730","CongoDR-VietNam"
"FALCIPARUM_STR_45404","CongoDR-VietNam"
"FALCIPARUM_STR_95714","CongoDR-VietNam"
"FALCIPARUM_STR_73617","CongoDR-VietNam"
"FALCIPARUM_STR_28375","CongoDR-VietNam"
"FALCIPARUM_STR_45407","CongoDR-VietNam"
"FALCIPARUM_STR_70842","CongoDR-VietNam"
"FALCIPARUM_STR_99848","CongoDR-VietNam"
"FALCIPARUM_STR_102916","CongoDR-VietNam"
"FALCIPARUM_STR_35131","CongoDR-VietNam"
"FALCIPARUM_STR_10803","Ethiopia-Bangladesh"
"FALCIPARUM_STR_95585","Ethiopia-Bangladesh"
"FALCIPARUM_STR_69733","Ethiopia-Bangladesh"
"FALCIPARUM_STR_63794","Ethiopia-Bangladesh"
"FALCIPARUM_STR_99481","Ethiopia-Bangladesh"
"FALCIPARUM_STR_101885","Ethiopia-Bangladesh"
"FALCIPARUM_STR_44287","Ethiopia-Bangladesh"
"FALCIPARUM_STR_98885","Ethiopia-Bangladesh"
"FALCIPARUM_STR_84610","Ethiopia-Bangladesh"
"FALCIPARUM_STR_96544","Ethiopia-Bangladesh"
"FALCIPARUM_STR_95585","Ethiopia-Benin"
"FALCIPARUM_STR_38211","Ethiopia-Benin"
"FALCIPARUM_STR_44287","Ethiopia-Benin"
"FALCIPARUM_STR_38102","Ethiopia-Benin"
"FALCIPARUM_STR_38019","Ethiopia-Benin"
"FALCIPARUM_STR_84610","Ethiopia-Benin"
"FALCIPARUM_STR_99481","Ethiopia-Benin"
"FALCIPARUM_STR_87824","Ethiopia-Benin"
"FALCIPARUM_STR_63433","Ethiopia-Benin"
"FALCIPARUM_STR_14871","Ethiopia-Benin"
"FALCIPARUM_STR_10532","Ethiopia-Cambodia"
"FALCIPARUM_STR_19311","Ethiopia-Cambodia"
"FALCIPARUM_STR_85092","Ethiopia-Cambodia"
"FALCIPARUM_STR_99481","Ethiopia-Cambodia"
"FALCIPARUM_STR_99924","Ethiopia-Cambodia"
"FALCIPARUM_STR_63794","Ethiopia-Cambodia"
"FALCIPARUM_STR_10803","Ethiopia-Cambodia"
"FALCIPARUM_STR_100069","Ethiopia-Cambodia"
"FALCIPARUM_STR_101885","Ethiopia-Cambodia"
"FALCIPARUM_STR_98885","Ethiopia-Cambodia"
"FALCIPARUM_STR_38211","Ethiopia-Cameroon"
"FALCIPARUM_STR_99481","Ethiopia-Cameroon"
"FALCIPARUM_STR_44287","Ethiopia-Cameroon"
"FALCIPARUM_STR_38102","Ethiopia-Cameroon"
"FALCIPARUM_STR_84610","Ethiopia-Cameroon"
"FALCIPARUM_STR_95585","Ethiopia-Cameroon"
"FALCIPARUM_STR_85496","Ethiopia-Cameroon"
"FALCIPARUM_STR_46920","Ethiopia-Cameroon"
"FALCIPARUM_STR_38162","Ethiopia-Cameroon"
"FALCIPARUM_STR_38019","Ethiopia-Cameroon"
"FALCIPARUM_STR_14871","Ethiopia-Colombia"
"FALCIPARUM_STR_15081","Ethiopia-Colombia"
"FALCIPARUM_STR_19776","Ethiopia-Colombia"
"FALCIPARUM_STR_21390","Ethiopia-Colombia"
"FALCIPARUM_STR_26209","Ethiopia-Colombia"
"FALCIPARUM_STR_27349","Ethiopia-Colombia"
"FALCIPARUM_STR_27878","Ethiopia-Colombia"
"FALCIPARUM_STR_28267","Ethiopia-Colombia"
"FALCIPARUM_STR_28446","Ethiopia-Colombia"
"FALCIPARUM_STR_28458","Ethiopia-Colombia"
"FALCIPARUM_STR_98885","Ethiopia-Gambia"
"FALCIPARUM_STR_44287","Ethiopia-Gambia"
"FALCIPARUM_STR_38358","Ethiopia-Gambia"
"FALCIPARUM_STR_99481","Ethiopia-Gambia"
"FALCIPARUM_STR_38211","Ethiopia-Gambia"
"FALCIPARUM_STR_38102","Ethiopia-Gambia"
"FALCIPARUM_STR_38162","Ethiopia-Gambia"
"FALCIPARUM_STR_84610","Ethiopia-Gambia"
"FALCIPARUM_STR_85496","Ethiopia-Gambia"
"FALCIPARUM_STR_46920","Ethiopia-Gambia"
"FALCIPARUM_STR_38102","Ethiopia-Ghana"
"FALCIPARUM_STR_84610","Ethiopia-Ghana"
"FALCIPARUM_STR_38358","Ethiopia-Ghana"
"FALCIPARUM_STR_99481","Ethiopia-Ghana"
"FALCIPARUM_STR_44287","Ethiopia-Ghana"
"FALCIPARUM_STR_38196","Ethiopia-Ghana"
"FALCIPARUM_STR_85496","Ethiopia-Ghana"
"FALCIPARUM_STR_38162","Ethiopia-Ghana"
"FALCIPARUM_STR_95585","Ethiopia-Ghana"
"FALCIPARUM_STR_98885","Ethiopia-Ghana"
"FALCIPARUM_STR_84610","Ethiopia-Guinea"
"FALCIPARUM_STR_98885","Ethiopia-Guinea"
"FALCIPARUM_STR_38358","Ethiopia-Guinea"
"FALCIPARUM_STR_85496","Ethiopia-Guinea"
"FALCIPARUM_STR_44287","Ethiopia-Guinea"
"FALCIPARUM_STR_53774","Ethiopia-Guinea"
"FALCIPARUM_STR_38197","Ethiopia-Guinea"
"FALCIPARUM_STR_38102","Ethiopia-Guinea"
"FALCIPARUM_STR_99481","Ethiopia-Guinea"
"FALCIPARUM_STR_96159","Ethiopia-Guinea"
"FALCIPARUM_STR_98885","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_38102","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_84610","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_14871","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_40634","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_85496","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_38211","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_53774","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_99481","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_44287","Ethiopia-IvoryCoast"
"FALCIPARUM_STR_84610","Ethiopia-Kenya"
"FALCIPARUM_STR_95585","Ethiopia-Kenya"
"FALCIPARUM_STR_98885","Ethiopia-Kenya"
"FALCIPARUM_STR_59750","Ethiopia-Kenya"
"FALCIPARUM_STR_46920","Ethiopia-Kenya"
"FALCIPARUM_STR_44287","Ethiopia-Kenya"
"FALCIPARUM_STR_85496","Ethiopia-Kenya"
"FALCIPARUM_STR_65746","Ethiopia-Kenya"
"FALCIPARUM_STR_99481","Ethiopia-Kenya"
"FALCIPARUM_STR_95265","Ethiopia-Kenya"
"FALCIPARUM_STR_10532","Ethiopia-Laos"
"FALCIPARUM_STR_10803","Ethiopia-Laos"
"FALCIPARUM_STR_19311","Ethiopia-Laos"
"FALCIPARUM_STR_63794","Ethiopia-Laos"
"FALCIPARUM_STR_75862","Ethiopia-Laos"
"FALCIPARUM_STR_98885","Ethiopia-Laos"
"FALCIPARUM_STR_101885","Ethiopia-Laos"
"FALCIPARUM_STR_43489","Ethiopia-Laos"
"FALCIPARUM_STR_99924","Ethiopia-Laos"
"FALCIPARUM_STR_100069","Ethiopia-Laos"
"FALCIPARUM_STR_31184","Ethiopia-Madagascar"
"FALCIPARUM_STR_38211","Ethiopia-Madagascar"
"FALCIPARUM_STR_59750","Ethiopia-Madagascar"
"FALCIPARUM_STR_28458","Ethiopia-Madagascar"
"FALCIPARUM_STR_48817","Ethiopia-Madagascar"
"FALCIPARUM_STR_99481","Ethiopia-Madagascar"
"FALCIPARUM_STR_38102","Ethiopia-Madagascar"
"FALCIPARUM_STR_31512","Ethiopia-Madagascar"
"FALCIPARUM_STR_95583","Ethiopia-Madagascar"
"FALCIPARUM_STR_46920","Ethiopia-Madagascar"
"FALCIPARUM_STR_38102","Ethiopia-Mali"
"FALCIPARUM_STR_38162","Ethiopia-Mali"
"FALCIPARUM_STR_84610","Ethiopia-Mali"
"FALCIPARUM_STR_38211","Ethiopia-Mali"
"FALCIPARUM_STR_44287","Ethiopia-Mali"
"FALCIPARUM_STR_40634","Ethiopia-Mali"
"FALCIPARUM_STR_38358","Ethiopia-Mali"
"FALCIPARUM_STR_85496","Ethiopia-Mali"
"FALCIPARUM_STR_95585","Ethiopia-Mali"
"FALCIPARUM_STR_99481","Ethiopia-Mali"
"FALCIPARUM_STR_38211","Ethiopia-Mauritania"
"FALCIPARUM_STR_84610","Ethiopia-Mauritania"
"FALCIPARUM_STR_99481","Ethiopia-Mauritania"
"FALCIPARUM_STR_44287","Ethiopia-Mauritania"
"FALCIPARUM_STR_38102","Ethiopia-Mauritania"
"FALCIPARUM_STR_85496","Ethiopia-Mauritania"
"FALCIPARUM_STR_98885","Ethiopia-Mauritania"
"FALCIPARUM_STR_48562","Ethiopia-Mauritania"
"FALCIPARUM_STR_14871","Ethiopia-Mauritania"
"FALCIPARUM_STR_63433","Ethiopia-Mauritania"
"FALCIPARUM_STR_10532","Ethiopia-Myanmar"
"FALCIPARUM_STR_63794","Ethiopia-Myanmar"
"FALCIPARUM_STR_102049","Ethiopia-Myanmar"
"FALCIPARUM_STR_99481","Ethiopia-Myanmar"
"FALCIPARUM_STR_10803","Ethiopia-Myanmar"
"FALCIPARUM_STR_13878","Ethiopia-Myanmar"
"FALCIPARUM_STR_100069","Ethiopia-Myanmar"
"FALCIPARUM_STR_43489","Ethiopia-Myanmar"
"FALCIPARUM_STR_85092","Ethiopia-Myanmar"
"FALCIPARUM_STR_5315","Ethiopia-Myanmar"
"FALCIPARUM_STR_99481","Ethiopia-Nigeria"
"FALCIPARUM_STR_44287","Ethiopia-Nigeria"
"FALCIPARUM_STR_14871","Ethiopia-Nigeria"
"FALCIPARUM_STR_38102","Ethiopia-Nigeria"
"FALCIPARUM_STR_95265","Ethiopia-Nigeria"
"FALCIPARUM_STR_38019","Ethiopia-Nigeria"
"FALCIPARUM_STR_84610","Ethiopia-Nigeria"
"FALCIPARUM_STR_38358","Ethiopia-Nigeria"
"FALCIPARUM_STR_98885","Ethiopia-Nigeria"
"FALCIPARUM_STR_43954","Ethiopia-Nigeria"
"FALCIPARUM_STR_5507","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_103297","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_31113","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_101885","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_103268","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_50699","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_31148","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Ethiopia-PapuaNewGuinea"
"FALCIPARUM_STR_3269","Ethiopia-Peru"
"FALCIPARUM_STR_4355","Ethiopia-Peru"
"FALCIPARUM_STR_4508","Ethiopia-Peru"
"FALCIPARUM_STR_4827","Ethiopia-Peru"
"FALCIPARUM_STR_4831","Ethiopia-Peru"
"FALCIPARUM_STR_5081","Ethiopia-Peru"
"FALCIPARUM_STR_5315","Ethiopia-Peru"
"FALCIPARUM_STR_8856","Ethiopia-Peru"
"FALCIPARUM_STR_10247","Ethiopia-Peru"
"FALCIPARUM_STR_13878","Ethiopia-Peru"
"FALCIPARUM_STR_38162","Ethiopia-Senegal"
"FALCIPARUM_STR_99481","Ethiopia-Senegal"
"FALCIPARUM_STR_95585","Ethiopia-Senegal"
"FALCIPARUM_STR_84610","Ethiopia-Senegal"
"FALCIPARUM_STR_38102","Ethiopia-Senegal"
"FALCIPARUM_STR_38211","Ethiopia-Senegal"
"FALCIPARUM_STR_44287","Ethiopia-Senegal"
"FALCIPARUM_STR_40081","Ethiopia-Senegal"
"FALCIPARUM_STR_38358","Ethiopia-Senegal"
"FALCIPARUM_STR_85496","Ethiopia-Senegal"
"FALCIPARUM_STR_98885","Ethiopia-Tanzania"
"FALCIPARUM_STR_95585","Ethiopia-Tanzania"
"FALCIPARUM_STR_84610","Ethiopia-Tanzania"
"FALCIPARUM_STR_44287","Ethiopia-Tanzania"
"FALCIPARUM_STR_85496","Ethiopia-Tanzania"
"FALCIPARUM_STR_53774","Ethiopia-Tanzania"
"FALCIPARUM_STR_48817","Ethiopia-Tanzania"
"FALCIPARUM_STR_7738","Ethiopia-Tanzania"
"FALCIPARUM_STR_99481","Ethiopia-Tanzania"
"FALCIPARUM_STR_59750","Ethiopia-Tanzania"
"FALCIPARUM_STR_10532","Ethiopia-Thailand"
"FALCIPARUM_STR_10803","Ethiopia-Thailand"
"FALCIPARUM_STR_102049","Ethiopia-Thailand"
"FALCIPARUM_STR_99481","Ethiopia-Thailand"
"FALCIPARUM_STR_63794","Ethiopia-Thailand"
"FALCIPARUM_STR_100069","Ethiopia-Thailand"
"FALCIPARUM_STR_13878","Ethiopia-Thailand"
"FALCIPARUM_STR_101885","Ethiopia-Thailand"
"FALCIPARUM_STR_70842","Ethiopia-Thailand"
"FALCIPARUM_STR_98885","Ethiopia-Thailand"
"FALCIPARUM_STR_70842","Ethiopia-VietNam"
"FALCIPARUM_STR_73617","Ethiopia-VietNam"
"FALCIPARUM_STR_75862","Ethiopia-VietNam"
"FALCIPARUM_STR_98885","Ethiopia-VietNam"
"FALCIPARUM_STR_101885","Ethiopia-VietNam"
"FALCIPARUM_STR_102049","Ethiopia-VietNam"
"FALCIPARUM_STR_99481","Ethiopia-VietNam"
"FALCIPARUM_STR_99924","Ethiopia-VietNam"
"FALCIPARUM_STR_19311","Ethiopia-VietNam"
"FALCIPARUM_STR_100069","Ethiopia-VietNam"
"FALCIPARUM_STR_38162","Gambia-Bangladesh"
"FALCIPARUM_STR_10532","Gambia-Bangladesh"
"FALCIPARUM_STR_93966","Gambia-Bangladesh"
"FALCIPARUM_STR_69274","Gambia-Bangladesh"
"FALCIPARUM_STR_10803","Gambia-Bangladesh"
"FALCIPARUM_STR_80583","Gambia-Bangladesh"
"FALCIPARUM_STR_38196","Gambia-Bangladesh"
"FALCIPARUM_STR_86220","Gambia-Bangladesh"
"FALCIPARUM_STR_38211","Gambia-Bangladesh"
"FALCIPARUM_STR_28375","Gambia-Bangladesh"
"FALCIPARUM_STR_28381","Gambia-Benin"
"FALCIPARUM_STR_91529","Gambia-Benin"
"FALCIPARUM_STR_71594","Gambia-Benin"
"FALCIPARUM_STR_40639","Gambia-Benin"
"FALCIPARUM_STR_72310","Gambia-Benin"
"FALCIPARUM_STR_99454","Gambia-Benin"
"FALCIPARUM_STR_24913","Gambia-Benin"
"FALCIPARUM_STR_2070","Gambia-Benin"
"FALCIPARUM_STR_27206","Gambia-Benin"
"FALCIPARUM_STR_55338","Gambia-Benin"
"FALCIPARUM_STR_99848","Gambia-Cambodia"
"FALCIPARUM_STR_91975","Gambia-Cambodia"
"FALCIPARUM_STR_40146","Gambia-Cambodia"
"FALCIPARUM_STR_93498","Gambia-Cambodia"
"FALCIPARUM_STR_28730","Gambia-Cambodia"
"FALCIPARUM_STR_28375","Gambia-Cambodia"
"FALCIPARUM_STR_21538","Gambia-Cambodia"
"FALCIPARUM_STR_95714","Gambia-Cambodia"
"FALCIPARUM_STR_19579","Gambia-Cambodia"
"FALCIPARUM_STR_64764","Gambia-Cambodia"
"FALCIPARUM_STR_38068","Gambia-Cameroon"
"FALCIPARUM_STR_14871","Gambia-Cameroon"
"FALCIPARUM_STR_1204","Gambia-Cameroon"
"FALCIPARUM_STR_91529","Gambia-Cameroon"
"FALCIPARUM_STR_40639","Gambia-Cameroon"
"FALCIPARUM_STR_38180","Gambia-Cameroon"
"FALCIPARUM_STR_2070","Gambia-Cameroon"
"FALCIPARUM_STR_30200","Gambia-Cameroon"
"FALCIPARUM_STR_38241","Gambia-Cameroon"
"FALCIPARUM_STR_38102","Gambia-Cameroon"
"FALCIPARUM_STR_10835","Gambia-Colombia"
"FALCIPARUM_STR_15081","Gambia-Colombia"
"FALCIPARUM_STR_21390","Gambia-Colombia"
"FALCIPARUM_STR_28446","Gambia-Colombia"
"FALCIPARUM_STR_28751","Gambia-Colombia"
"FALCIPARUM_STR_31184","Gambia-Colombia"
"FALCIPARUM_STR_31262","Gambia-Colombia"
"FALCIPARUM_STR_85580","Gambia-Colombia"
"FALCIPARUM_STR_86508","Gambia-Colombia"
"FALCIPARUM_STR_86511","Gambia-Colombia"
"FALCIPARUM_STR_87326","Gambia-IvoryCoast"
"FALCIPARUM_STR_71594","Gambia-IvoryCoast"
"FALCIPARUM_STR_30200","Gambia-IvoryCoast"
"FALCIPARUM_STR_31148","Gambia-IvoryCoast"
"FALCIPARUM_STR_62262","Gambia-IvoryCoast"
"FALCIPARUM_STR_15418","Gambia-IvoryCoast"
"FALCIPARUM_STR_12911","Gambia-IvoryCoast"
"FALCIPARUM_STR_91529","Gambia-IvoryCoast"
"FALCIPARUM_STR_79725","Gambia-IvoryCoast"
"FALCIPARUM_STR_91167","Gambia-IvoryCoast"
"FALCIPARUM_STR_95714","Gambia-Laos"
"FALCIPARUM_STR_28375","Gambia-Laos"
"FALCIPARUM_STR_8856","Gambia-Laos"
"FALCIPARUM_STR_10532","Gambia-Laos"
"FALCIPARUM_STR_21538","Gambia-Laos"
"FALCIPARUM_STR_40146","Gambia-Laos"
"FALCIPARUM_STR_19579","Gambia-Laos"
"FALCIPARUM_STR_64764","Gambia-Laos"
"FALCIPARUM_STR_100098","Gambia-Laos"
"FALCIPARUM_STR_70842","Gambia-Laos"
"FALCIPARUM_STR_52946","Gambia-Mauritania"
"FALCIPARUM_STR_21627","Gambia-Mauritania"
"FALCIPARUM_STR_10082","Gambia-Mauritania"
"FALCIPARUM_STR_72310","Gambia-Mauritania"
"FALCIPARUM_STR_42666","Gambia-Mauritania"
"FALCIPARUM_STR_56432","Gambia-Mauritania"
"FALCIPARUM_STR_27519","Gambia-Mauritania"
"FALCIPARUM_STR_15418","Gambia-Mauritania"
"FALCIPARUM_STR_47210","Gambia-Mauritania"
"FALCIPARUM_STR_46920","Gambia-Mauritania"
"FALCIPARUM_STR_10532","Gambia-Myanmar"
"FALCIPARUM_STR_21538","Gambia-Myanmar"
"FALCIPARUM_STR_100098","Gambia-Myanmar"
"FALCIPARUM_STR_70842","Gambia-Myanmar"
"FALCIPARUM_STR_84610","Gambia-Myanmar"
"FALCIPARUM_STR_69274","Gambia-Myanmar"
"FALCIPARUM_STR_19579","Gambia-Myanmar"
"FALCIPARUM_STR_28730","Gambia-Myanmar"
"FALCIPARUM_STR_33953","Gambia-Myanmar"
"FALCIPARUM_STR_38162","Gambia-Myanmar"
"FALCIPARUM_STR_30200","Gambia-Nigeria"
"FALCIPARUM_STR_24360","Gambia-Nigeria"
"FALCIPARUM_STR_40740","Gambia-Nigeria"
"FALCIPARUM_STR_27349","Gambia-Nigeria"
"FALCIPARUM_STR_55109","Gambia-Nigeria"
"FALCIPARUM_STR_49922","Gambia-Nigeria"
"FALCIPARUM_STR_48642","Gambia-Nigeria"
"FALCIPARUM_STR_74883","Gambia-Nigeria"
"FALCIPARUM_STR_75936","Gambia-Nigeria"
"FALCIPARUM_STR_47210","Gambia-Nigeria"
"FALCIPARUM_STR_31184","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_31148","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_103268","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_31452","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_31113","Gambia-PapuaNewGuinea"
"FALCIPARUM_STR_4950","Gambia-Peru"
"FALCIPARUM_STR_20149","Gambia-Peru"
"FALCIPARUM_STR_33082","Gambia-Peru"
"FALCIPARUM_STR_38197","Gambia-Peru"
"FALCIPARUM_STR_38241","Gambia-Peru"
"FALCIPARUM_STR_40020","Gambia-Peru"
"FALCIPARUM_STR_62495","Gambia-Peru"
"FALCIPARUM_STR_63996","Gambia-Peru"
"FALCIPARUM_STR_75482","Gambia-Peru"
"FALCIPARUM_STR_84919","Gambia-Peru"
"FALCIPARUM_STR_95714","Gambia-Thailand"
"FALCIPARUM_STR_80238","Gambia-Thailand"
"FALCIPARUM_STR_64764","Gambia-Thailand"
"FALCIPARUM_STR_21538","Gambia-Thailand"
"FALCIPARUM_STR_10532","Gambia-Thailand"
"FALCIPARUM_STR_28730","Gambia-Thailand"
"FALCIPARUM_STR_73617","Gambia-Thailand"
"FALCIPARUM_STR_70842","Gambia-Thailand"
"FALCIPARUM_STR_51593","Gambia-Thailand"
"FALCIPARUM_STR_100098","Gambia-Thailand"
"FALCIPARUM_STR_95714","Gambia-VietNam"
"FALCIPARUM_STR_28730","Gambia-VietNam"
"FALCIPARUM_STR_28375","Gambia-VietNam"
"FALCIPARUM_STR_19579","Gambia-VietNam"
"FALCIPARUM_STR_73617","Gambia-VietNam"
"FALCIPARUM_STR_70842","Gambia-VietNam"
"FALCIPARUM_STR_99848","Gambia-VietNam"
"FALCIPARUM_STR_47362","Gambia-VietNam"
"FALCIPARUM_STR_5028","Gambia-VietNam"
"FALCIPARUM_STR_10532","Gambia-VietNam"
"FALCIPARUM_STR_38196","Ghana-Bangladesh"
"FALCIPARUM_STR_28375","Ghana-Bangladesh"
"FALCIPARUM_STR_38162","Ghana-Bangladesh"
"FALCIPARUM_STR_93966","Ghana-Bangladesh"
"FALCIPARUM_STR_10803","Ghana-Bangladesh"
"FALCIPARUM_STR_10532","Ghana-Bangladesh"
"FALCIPARUM_STR_69274","Ghana-Bangladesh"
"FALCIPARUM_STR_58601","Ghana-Bangladesh"
"FALCIPARUM_STR_80583","Ghana-Bangladesh"
"FALCIPARUM_STR_73617","Ghana-Bangladesh"
"FALCIPARUM_STR_31269","Ghana-Benin"
"FALCIPARUM_STR_31184","Ghana-Benin"
"FALCIPARUM_STR_16855","Ghana-Benin"
"FALCIPARUM_STR_48562","Ghana-Benin"
"FALCIPARUM_STR_99257","Ghana-Benin"
"FALCIPARUM_STR_52755","Ghana-Benin"
"FALCIPARUM_STR_58657","Ghana-Benin"
"FALCIPARUM_STR_24913","Ghana-Benin"
"FALCIPARUM_STR_42666","Ghana-Benin"
"FALCIPARUM_STR_31345","Ghana-Benin"
"FALCIPARUM_STR_28375","Ghana-Cambodia"
"FALCIPARUM_STR_100098","Ghana-Cambodia"
"FALCIPARUM_STR_99848","Ghana-Cambodia"
"FALCIPARUM_STR_73617","Ghana-Cambodia"
"FALCIPARUM_STR_28730","Ghana-Cambodia"
"FALCIPARUM_STR_91975","Ghana-Cambodia"
"FALCIPARUM_STR_95714","Ghana-Cambodia"
"FALCIPARUM_STR_45404","Ghana-Cambodia"
"FALCIPARUM_STR_10532","Ghana-Cambodia"
"FALCIPARUM_STR_95907","Ghana-Cambodia"
"FALCIPARUM_STR_14871","Ghana-Cameroon"
"FALCIPARUM_STR_38180","Ghana-Cameroon"
"FALCIPARUM_STR_38068","Ghana-Cameroon"
"FALCIPARUM_STR_38196","Ghana-Cameroon"
